name,host_id,host_name,alcaldia,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,Homicidio doloso,Lesiones dolosas por disparo de arma de fuego,Robo a bordo de Metrobús,Robo a casa habitación con violencia,Robo a casa habitación sin violencia,Robo a conductor/pasajero de vehículo,Robo a cuentahabiente,Robo a negocio con violencia,Robo a pasajero a bordo de microbús,Robo a pasajero a bordo de taxi,Robo a pasajero a bordo del Metro,Robo a repartidor,Robo a transeúnte en vía pública,Robo a transportista,Robo de vehículo con violencia,Robo de vehículo sin violencia,Total delitos alto impacto,Total delitos bajo impacto
HABITACIÓN COMPARTIDA CON CHICO CERCA INP Y UNAM,74011866,Valentin,Coyoacán,19.30911,-99.17297,Private room,176,1,1,2020-10-04,1.0,6,359,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Suite 8 en Recinto Histórico,168562394,Valentina,Coyoacán,19.34633,-99.15941,Private room,2099,1,4,2020-10-25,0.89,6,364,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Cómoda habitación al Sur de la Ciudad,349933754,Sandra,Coyoacán,19.30521,-99.1105,Private room,225,1,1,2020-07-09,0.27,1,89,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Casita independiente en Coyoacán, acceso a jardin",92520916,Adrian,Coyoacán,19.34509,-99.16326,Entire home/apt,3200,1,5,2020-09-20,1.13,15,361,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Casita  independiente para familias o grupos,92520916,Adrian,Coyoacán,19.346870000000006,-99.16439,Entire home/apt,2500,1,1,2020-07-30,0.33,15,362,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Jewel in the Heart of Coyoacan,260215011,Gema,Coyoacán,19.35646,-99.15712,Private room,1783,1,1,2020-07-07,0.27,6,363,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Charming independent space w/kitchen and terrace.,350403461,Genoveva,Coyoacán,19.34304,-99.16028,Entire home/apt,400,2,3,2020-09-12,0.88,1,294,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Departamento seguro de Lujo en B Grand Coapa Cdmx,130693298,Oscar,Coyoacán,19.30108,-99.11277,Entire home/apt,789,2,1,2020-07-30,0.33,2,360,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Departamento 2 hab, gran ubicación Coyoacán",55669489,Jonathan,Coyoacán,19.34384,-99.16039,Entire home/apt,650,2,8,2020-08-21,2.18,10,23,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
HABITACIÓN  ROMERO DE TERREROS COYOACAN   CP 04310,125536253,Belem,Coyoacán,19.34158,-99.17128,Private room,250,2,1,2020-09-13,0.67,1,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Coapa Coyoacán / Cuartos amueblados,109112686,Edwin Jonathan,Coyoacán,19.32094,-99.11691,Private room,229,1,3,2020-08-01,0.96,2,268,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Casa Parvati,354159019,Dayana,Coyoacán,19.33431,-99.17907,Private room,320,1,3,2020-09-21,0.88,2,179,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Hospedaje en Centro de Coyoacán,233252442,Michael,Coyoacán,19.34665,-99.16384,Private room,301,2,12,2020-10-16,3.4,1,348,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
La casa del árbol en Coyoacán,230701610,Beatriz,Coyoacán,19.34014,-99.16029,Private room,550,1,3,2020-10-08,1.55,3,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Lugar  a 15 min del centro de Coyoacán,215459527,Karol,Coyoacán,19.3345,-99.12446,Private room,250,1,1,2020-10-23,1.0,1,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Departamento 2 hab, excelente ubicación Coyoacán..",55669489,Jonathan,Coyoacán,19.34288,-99.15931,Entire home/apt,650,2,4,2020-08-23,1.4,10,299,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Nice 1BR apartment in Coyoacan,7520833,Carlos Miguel,Coyoacán,19.33814,-99.15271,Entire home/apt,550,3,1,2020-10-10,1.0,3,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Departamento completo Luminoso, Moderno y Acogedor",200452207,Tania,Coyoacán,19.30673,-99.18055,Entire home/apt,800,3,1,2020-08-20,0.43,1,129,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Hermosa vista Depa de lujo a una cuadra d Gran Sur,356583767,Sara,Coyoacán,19.3071,-99.16294,Entire home/apt,1329,2,1,2020-09-26,0.94,1,364,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
La Guarida cercana a lo mejor del Sur de CDMX,1007762,Jose Luis,Coyoacán,19.30702,-99.16716,Entire home/apt,600,2,3,2020-10-12,1.17,1,358,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"SUITE UNICA ""DIEGO RIVERA"" c/baño propio Coyoacán",22758914,Raquel,Coyoacán,19.35377,-99.16482,Private room,859,1,26,2020-10-17,9.29,70,348,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
SUITE DOBLE  en Coyoacán espacioso Baño Privado,22758914,Raquel,Coyoacán,19.354470000000006,-99.16483,Private room,840,1,13,2020-10-13,4.87,70,351,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Unique and RELAXING suite Coyoacan w/ King Bed,22758914,Raquel,Coyoacán,19.35422,-99.1652,Private room,987,1,16,2020-10-18,5.93,70,348,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Suite ""Frida Kahlo"" con cama KING y baño privado",22758914,Raquel,Coyoacán,19.35413,-99.16347,Private room,957,1,19,2020-10-19,6.71,70,341,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Amplia habitación confortable al sur de la CMDX,360324435,Graciela,Coyoacán,19.30991,-99.14103,Private room,280,1,2,2020-08-17,0.81,4,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Novedoso ubicado departamento en zona antisísmica,357857708,Greta,Coyoacán,19.34458,-99.18023,Entire home/apt,950,2,1,2020-09-06,0.58,2,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Recamara equipada y amueblada al sur de la CDMX,360324435,Graciela,Coyoacán,19.31015,-99.14082,Private room,250,1,1,2020-09-10,0.63,4,360,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Aptmnt + Roof garden. Coapa taxqueña,87096391,Fran,Coyoacán,19.32526,-99.13365,Entire home/apt,405,7,3,2020-09-27,1.32,1,321,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Spacious apartment in the heart of Coyoacán,35556634,Isabel,Coyoacán,19.35185,-99.16179,Entire home/apt,1350,3,5,2020-10-21,2.59,1,250,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
CALLI - PAKI            (Nahuatl:  Hogar Contento),209302661,Claudia,Coyoacán,19.35298,-99.1345,Private room,220,1,5,2020-10-24,2.38,1,87,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Amplia recamara equipada ubicada al sur de la CDMX,360324435,Graciela,Coyoacán,19.31228,-99.14213,Private room,350,1,4,2020-10-23,2.93,4,353,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Rento 2 recamaras en residencia de artista sur DF,49926105,Alma Rosa,Coyoacán,19.3542,-99.14466,Shared room,350,1,1,2020-08-16,0.41,1,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Centro de Coyoacán,236397790,Lucía,Coyoacán,19.35357,-99.1568,Private room,300,1,3,2020-10-18,1.64,1,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
C4 Habitación privada bien iluminada,344075870,María Lydia,Coyoacán,19.33652,-99.18458,Private room,230,1,9,2020-10-06,3.86,3,355,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
C4D Amplia e iluminada habitación cerca de CU,344075870,María Lydia,Coyoacán,19.33675,-99.185,Private room,300,1,2,2020-09-10,1.05,3,334,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación iluminada en centro de Coyoacán,363003695,Rafael,Coyoacán,19.35229,-99.15812,Private room,280,2,3,2020-10-08,2.0,1,54,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Nuevo Mini loft para 2 personas, en Coyoacan",250379471,Claudia,Coyoacán,19.3517,-99.16075,Entire home/apt,850,2,3,2020-09-24,1.48,3,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Teziutlan 28 A,252171270,Marco,Coyoacán,19.34895,-99.15429,Entire home/apt,1714,1,1,2020-10-07,1.0,1,174,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
EcoLoft Charly,204560267,Silvia,Coyoacán,19.34045,-99.15874,Entire home/apt,420,2,5,2020-10-09,2.59,2,359,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Suite Marina,211551016,Enrique,Coyoacán,19.31878,-99.12517,Entire home/apt,650,1,1,2020-09-23,0.86,1,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Casa Jade,94547651,Angel Jesus,Coyoacán,19.34695,-99.16133,Entire home/apt,1600,1,1,2020-09-13,0.67,12,330,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Hermoso departamento terraza copilco.,178789935,Miriam,Coyoacán,19.33608,-99.17342,Entire home/apt,1007,2,2,2020-09-13,1.15,2,330,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Loft muy iluminado, súper ubicado con terraza",189604483,Elsa,Coyoacán,19.34275,-99.18167,Entire home/apt,464,2,2,2020-10-25,2.0,5,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Casa de Irma, para visitar la Ciudad o de Negocios",252133014,Ofelia,Coyoacán,19.33566,-99.13338,Private room,300,2,1,2020-10-20,1.0,5,311,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Depto frente al río y la vegetación de Coyoacán,126467327,Viridiana,Coyoacán,19.35042,-99.12537,Private room,587,1,1,2020-10-10,1.0,1,89,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Espectacular Casa en el Corazón de Coyoacán.,94547651,Angel Jesus,Coyoacán,19.35586,-99.16084,Entire home/apt,3929,1,3,2020-09-27,2.05,12,355,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Beautiful and Peaceful Property next to Coyoacán,97713517,Juan Carlos,Coyoacán,19.34229,-99.17683,Entire home/apt,1450,3,1,2020-09-20,0.79,1,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
UNICA casa / galeria  HISTORICA en centro coyoacan,22758914,Raquel,Coyoacán,19.35296,-99.16315,Entire home/apt,2531,1,4,2020-10-25,4.0,70,336,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Suits Marina Diamante,239389564,Leticia,Coyoacán,19.31828,-99.12674,Entire home/apt,650,1,3,2020-10-11,3.0,4,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"""B&WH"" recámara linda en el corazón de Coyoacán",269062023,Leo,Coyoacán,19.34445,-99.16093,Private room,352,2,2,2020-10-25,2.0,3,361,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Increíble loft en el corazón de coyoacan,302360967,Erika,Coyoacán,19.35541,-99.16803,Entire home/apt,950,3,2,2020-09-29,2.0,1,185,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Tu espacio a gusto en Coyoacán.,275623668,Nahia,Coyoacán,19.3386,-99.18327,Private room,270,1,2,2020-10-16,2.0,1,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Suite Viva Coyoacán.,70030720,Josefina,Coyoacán,19.35141,-99.16785,Entire home/apt,500,2,1,2020-10-25,1.0,1,162,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Bonita Suite Equipada a unas cuadras de Copilco S4,370000212,Fernando,Coyoacán,19.33385,-99.17503,Entire home/apt,350,2,1,2020-10-11,1.0,10,52,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Copilco Suite Privada totalmente equipada S10,370000212,Fernando,Coyoacán,19.33301,-99.17531,Entire home/apt,280,2,1,2020-10-20,1.0,10,0,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Confortable Suite a 5min de metro Copilco S8,370000212,Fernando,Coyoacán,19.3333,-99.17498,Entire home/apt,280,2,1,2020-10-26,1.0,10,2,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Maravilloso Loft Cerca del Estadio Azteca,144347765,Rich,Coyoacán,19.31231,-99.1525,Entire home/apt,400,1,3,2020-10-19,3.0,1,156,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Recámara a cinco minutos del Hospital Naval,62065842,Tomas,Coyoacán,19.32338,-99.13044,Private room,212,1,1,2020-10-17,1.0,3,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Encantadora habitación al sur de la Ciudad,9008734,Dulce Alejandra,Coyoacán,19.309420000000006,-99.19485,Private room,241,1,3,2020-10-24,3.0,1,146,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
NEW  DESIGNER LOFT,540705,Andrea,Miguel Hidalgo,19.4313,-99.19438,Entire home/apt,3599,4,10,2019-10-05,0.19,2,356,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
BEST 4BR 4 BH HOUSE IN S. MIGUEL CHAPULTEPEC,790208,Francisco Carlos Y Maria Jose,Miguel Hidalgo,19.40675,-99.18798,Entire home/apt,3131,2,266,2020-01-21,2.36,4,345,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
"Traditional neighborhood: Escandón, Condesa & Roma",998053,MaryJo,Miguel Hidalgo,19.40409,-99.17731,Entire home/apt,800,3,26,2020-03-24,0.26,1,363,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
GREAT HOUSE IN S MIGUEL CHAPULTEPEC,790208,Francisco Carlos Y Maria Jose,Miguel Hidalgo,19.40631,-99.18691,Entire home/apt,3048,2,265,2020-09-07,2.45,4,345,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Great location in Mexico City!,1417206,Ma. Carmen,Miguel Hidalgo,19.42686,-99.17838,Entire home/apt,1981,5,13,2018-02-01,0.12,1,239,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
2Room new apartment in modern complex,1661848,David,Miguel Hidalgo,19.45809,-99.19258,Entire home/apt,671,2,35,2019-07-28,0.39,1,359,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Condesa Roma WTC Studio Maximum Covd Protection,618769,Ricardo,Miguel Hidalgo,19.40011,-99.17066,Entire home/apt,408,1,305,2020-10-11,2.93,2,355,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
habitación privada cerca de polanco,2269083,Alondra,Miguel Hidalgo,19.44338,-99.18841,Private room,209,2,44,2017-03-20,0.43,5,266,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Lit room with balcony new Polanco,2269083,Alondra,Miguel Hidalgo,19.44496,-99.18658,Shared room,313,2,61,2016-01-08,0.6,5,113,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Luxury Apt. Plaza Carso Polanco,2415111,Max,Miguel Hidalgo,19.4435,-99.20307,Entire home/apt,1992,4,43,2019-10-24,0.67,2,1,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
"Close to Carso/Antara, cozy place, great location!",2674950,Elizabeth,Miguel Hidalgo,19.44236,-99.20128,Private room,877,2,24,2019-12-08,0.6,1,23,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
amazing flat in the heart of CONDES,2761952,Fatima,Miguel Hidalgo,19.40598,-99.1807,Entire home/apt,800,1,3,2020-07-20,0.04,1,364,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
habitacion a 15 min de hospital español,2269083,Alondra,Miguel Hidalgo,19.44566,-99.18688,Shared room,225,2,61,2020-08-24,0.62,5,144,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Private room in nice apartment,3289927,Yaotl,Miguel Hidalgo,19.44232,-99.18332,Private room,605,3,1,2016-08-03,0.02,2,298,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
1 private room in a nice apartment,3289927,Yaotl,Miguel Hidalgo,19.44216,-99.18382,Private room,605,5,1,2013-12-21,0.01,2,327,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Simple y Práctico a 2 cuadras de Polanco,3531879,Gonzalo & Sandra,Miguel Hidalgo,19.44226,-99.18406,Entire home/apt,1086,15,144,2020-04-02,1.51,3,364,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
"3 Bedrooms, 2 blocks from Polanco - ALL RENOVATED!",3531879,Gonzalo & Sandra,Miguel Hidalgo,19.4418,-99.18402,Entire home/apt,1253,24,35,2019-02-09,0.36,3,298,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
AMAZING LOFT in the heart of CDMX,4316391,Alejandro,Miguel Hidalgo,19.40243,-99.17828,Entire home/apt,1387,4,48,2020-03-25,0.55,1,365,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Centrally located CBD Polanco / Pool / 50Mbps-HBO,3151394,Monica,Miguel Hidalgo,19.44325,-99.20191,Entire home/apt,1241,7,67,2020-08-22,0.9,1,179,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Cosy apartment in Polanco near park,6688806,Anne,Miguel Hidalgo,19.42834,-99.19382,Entire home/apt,1983,3,21,2018-05-01,0.33,1,28,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
"Comfortable, beautiful and convenient pied à terre",6998716,Maria,Miguel Hidalgo,19.43545,-99.18216,Entire home/apt,939,5,18,2020-07-13,0.36,1,310,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Luxury Loft-Style Apartment in Vibrant Polanco Neighborhood,540705,Andrea,Miguel Hidalgo,19.43202,-99.19624,Entire home/apt,3438,4,35,2020-04-04,0.62,2,356,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Beautiful flat in amazing location,6775211,Marie Christine,Miguel Hidalgo,19.43009,-99.19555,Entire home/apt,1983,6,44,2019-04-26,0.6,1,23,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Chic Room in Luxury Polanco,7477163,Rodrigo,Miguel Hidalgo,19.42743,-99.19307,Private room,1783,2,116,2019-05-29,1.39,1,365,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
mini room good price 4 longer stay,2269083,Alondra,Miguel Hidalgo,19.44357,-99.18776,Private room,209,2,4,2017-07-02,0.05,5,330,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Habitación disponible,7569372,Paola,Miguel Hidalgo,19.40427,-99.17928,Private room,707,2,1,2020-02-26,0.12,1,365,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Charming loft near Reforma Ave.,7838265,Ernesto,Miguel Hidalgo,19.42833,-99.17634,Entire home/apt,990,7,59,2020-09-20,0.68,9,5,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
POLANCO The greatest room in the best location.,8098515,Mauricio,Miguel Hidalgo,19.43868,-99.21314,Private room,689,1,21,2018-11-19,0.24,2,364,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Fabulous Apt heart of Polanco!,8714971,Sandra,Miguel Hidalgo,19.42978,-99.19342,Entire home/apt,1983,5,11,2015-06-29,0.13,1,298,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Lovely Bright Studio in Perfect Location!,9155234,Tania,Miguel Hidalgo,19.40268,-99.17152,Entire home/apt,743,3,87,2019-10-19,1.04,1,262,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
MASTER ROOM IN THE GREAT HOUSE,790208,Francisco Carlos Y Maria Jose,Miguel Hidalgo,19.40658,-99.18761,Private room,954,2,50,2017-08-14,0.61,4,352,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
Gorgeous apt near Polanco & Reforma,7838265,Ernesto,Miguel Hidalgo,19.42887,-99.17651,Entire home/apt,1000,7,3,2017-09-22,0.05,9,158,28.0,16.0,1.0,18.0,133.0,147.0,33.0,109.0,11.0,27.0,47.0,108.0,565.0,1.0,71.0,198.0,1286.0,281.0
